,Player,ID,Team,Opponent,Round,Kicks,Marks,Hand.Balls,Disp,Goals,Behinds,Hit.Outs,Tackles,Rebounds,Inside.50,Clearances,Clangers,Frees.For,Frees.Against,Brownlow,Uncontested.Possessions,Contested.Possessions,Contested.Marks,Marks.Inside.50,One.Percenters,Bounces,Goal.Assists,X..Time.Played
1268,Jack Macrae,12166,WB,NM,4,10,5,13,23,1,0,0,7,1,1,4,1,0,1,0,9,14,1,0,0,0,0,88
1269,Toby McLean,12363,WB,NM,4,10,3,17,27,0,0,0,0,1,4,0,3,1,0,0,6,20,0,0,0,0,1,82
1270,Robert Murphy,468,WB,NM,4,14,4,10,24,1,0,0,0,3,6,1,3,0,1,0,2,19,0,0,0,0,0,85
1271,Liam Picken,11731,WB,NM,4,13,6,12,25,0,1,0,4,2,4,3,0,2,0,0,11,14,1,1,3,2,1,85
1272,Fletcher Roberts,12126,WB,NM,4,5,4,3,8,0,0,0,1,0,0,0,1,0,1,0,1,6,0,0,9,0,0,96
1273,Clay Smith,12042,WB,NM,4,3,2,5,8,0,0,0,15,0,1,2,1,0,0,0,6,2,0,1,1,0,0,78
1274,Jake Stringer,12167,WB,NM,4,12,4,7,19,2,3,0,2,0,5,1,3,1,2,0,9,13,1,2,1,0,1,88
1275,Matt Suckling,11718,WB,NM,4,17,6,9,26,2,2,0,3,1,8,2,7,0,4,0,9,18,1,1,0,0,1,83
1276,Easton Wood,11788,WB,NM,4,4,3,5,9,0,0,0,1,1,1,0,1,0,1,0,2,6,1,0,2,0,0,87
1277,Tomas Bugg,12016,ME,FR,4,6,3,16,22,0,1,0,4,1,3,4,1,2,0,0,10,13,0,0,2,0,1,82
1278,Sam Frost,12119,ME,FR,4,9,6,7,16,0,0,0,1,4,0,0,1,0,0,0,5,12,1,0,6,0,0,88
1279,Jeff Garlett,11711,ME,FR,4,9,5,6,15,3,1,0,8,2,2,0,1,1,0,0,9,5,1,1,2,1,0,86
1280,Mitch Hannan,12492,ME,FR,4,9,5,3,12,0,1,0,0,1,5,0,1,2,0,0,5,7,2,1,1,0,1,77
1281,James Harmes,12379,ME,FR,4,12,8,7,19,2,2,0,2,1,6,1,3,1,1,0,5,14,0,2,0,4,0,79
1282,Jayden Hunt,4729,ME,FR,4,10,4,8,18,0,0,0,2,3,3,3,4,0,0,0,8,10,0,0,7,2,0,86
1283,Neville Jetta,11723,ME,FR,4,5,3,7,12,0,0,0,4,2,0,0,1,3,0,0,5,7,0,0,5,0,0,83
1284,Nathan Jones,2447,ME,FR,4,8,1,10,18,0,0,0,8,2,5,3,3,1,1,0,6,12,0,0,0,0,1,81
1285,Dean Kent,12184,ME,FR,4,10,6,6,16,1,1,0,1,0,3,0,2,0,1,0,4,12,1,1,0,0,1,73
1286,Tom McDonald,12009,ME,FR,4,15,6,6,21,0,0,0,0,7,0,0,7,0,2,0,5,15,0,0,10,0,0,98
1287,Jake Melksham,11820,ME,FR,4,10,3,0,10,0,1,0,3,2,3,0,4,0,1,0,0,10,0,0,4,0,0,78
1288,Alex Neal-Bullen,12367,ME,FR,4,12,3,12,24,1,0,0,5,3,4,3,5,0,0,0,8,14,0,1,1,0,1,84
1289,Clayton Oliver,12410,ME,FR,4,9,3,17,26,0,0,0,8,1,3,10,3,3,2,0,17,9,0,0,1,0,1,72
1290,Christian Petracca,12430,ME,FR,4,9,4,11,20,2,0,0,4,1,3,1,4,0,1,0,8,12,2,0,1,0,1,77
1291,Christian Salem,12272,ME,FR,4,14,4,9,23,1,0,0,2,1,1,2,1,1,0,0,4,18,0,0,0,0,0,79
1292,Jake Spencer,11722,ME,FR,4,6,4,7,13,2,0,15,3,2,1,3,4,3,3,0,10,4,2,2,7,0,0,85
1293,Billy Stretch,12353,ME,FR,4,5,2,11,16,0,0,0,1,1,1,1,0,0,0,0,5,11,0,0,0,0,0,83
1294,Dom Tyson,12032,ME,FR,4,18,9,10,28,0,1,0,5,1,4,3,6,0,2,0,7,22,0,0,1,0,0,73
1295,Bernie Vince,4151,ME,FR,4,17,6,8,25,0,0,0,1,2,2,1,2,1,0,0,9,14,0,0,0,0,0,89
1296,Jack Viney,12147,ME,FR,4,6,4,10,16,1,1,0,8,2,1,1,2,2,1,0,8,9,1,2,0,0,0,74
1297,Jack Watts,11765,ME,FR,4,8,5,6,14,2,2,7,2,0,0,0,2,0,0,0,4,11,2,3,3,0,1,85
1298,Sam Weideman,12475,ME,FR,4,3,1,2,5,0,1,0,0,0,0,0,0,1,0,0,2,4,0,0,1,0,0,87
1299,Harley Balic,12512,FR,ME,4,8,4,7,15,1,0,0,5,1,3,2,3,0,1,0,6,10,0,0,1,0,0,66
1300,Connor Blakely,12397,FR,ME,4,9,3,14,23,0,0,0,2,0,3,5,4,3,0,0,8,16,0,0,1,0,0,85
1301,Hayden Crozier,12088,FR,ME,4,7,2,2,9,1,0,0,6,0,4,1,0,0,0,0,5,4,1,0,1,0,0,78
1302,Nat Fyfe,11834,FR,ME,4,11,6,14,25,1,1,0,4,2,3,7,6,2,3,2,17,9,3,1,2,0,0,91
1303,Brady Grey,12396,FR,ME,4,5,1,1,6,1,0,0,7,0,2,0,3,0,2,0,0,7,0,0,0,0,0,73
1304,Joel Hamling,12359,FR,ME,4,2,3,6,8,0,0,0,1,3,0,0,3,0,1,0,2,7,0,0,10,0,0,95
1305,Bradley Hill,12060,FR,ME,4,12,7,7,19,0,2,0,3,3,3,3,5,1,1,0,6,12,1,2,0,0,3,84
1306,Stephen Hill,11716,FR,ME,4,10,2,8,18,1,0,0,3,2,1,3,0,0,0,0,6,13,0,1,0,1,1,67
1307,Ethan Hughes,12395,FR,ME,4,14,5,3,17,0,0,0,3,4,4,0,3,1,0,0,4,12,0,0,2,0,0,82
1308,Garrick Ibbotson,11580,FR,ME,4,2,3,6,8,0,0,0,3,1,0,0,1,0,0,0,2,8,0,0,3,0,0,90
1309,Michael Johnson,4083,FR,ME,4,9,5,9,18,0,0,5,3,4,0,3,3,1,1,0,8,11,1,0,3,0,0,87
1310,Shane Kersten,12287,FR,ME,4,8,5,6,14,1,0,0,2,0,5,0,3,0,1,0,4,9,0,1,1,0,0,84
1311,Ed Langdon,12393,FR,ME,4,10,4,4,14,0,0,0,1,3,1,0,0,0,0,0,2,12,0,0,1,0,0,80
1312,Griffin Logue,12511,FR,ME,4,4,1,2,6,0,0,0,1,0,1,0,0,0,0,0,1,5,0,0,0,0,1,60
1313,Cam McCarthy,12315,FR,ME,4,15,6,5,20,2,3,0,2,0,8,1,3,0,0,0,9,11,0,0,2,0,2,90
1314,David Mundy,4088,FR,ME,4,9,3,14,23,3,0,0,7,4,5,1,1,1,0,1,10,13,1,1,1,0,2,81
1315,Lachie Neale,12055,FR,ME,4,11,4,11,22,4,1,0,6,1,2,4,0,3,0,3,12,11,0,3,0,1,1,84
1316,Aaron Sandilands,1421,FR,ME,4,2,5,12,14,0,0,53,2,0,0,3,6,1,4,0,13,2,4,0,2,0,0,80
1317,Tom Sheridan,12137,FR,ME,4,6,5,5,11,0,0,0,4,0,1,2,1,1,0,0,4,7,0,0,2,0,0,81
1318,Lee Spurr,12069,FR,ME,4,12,2,6,18,0,0,0,3,2,1,0,3,0,2,0,5,13,0,0,0,0,1,96
1319,Michael Walters,11763,FR,ME,4,13,5,7,20,1,0,0,3,0,6,2,5,1,3,0,6,16,0,1,3,0,1,80
1320,Lachie Weller,12385,FR,ME,4,14,4,13,27,0,1,0,2,3,5,1,4,0,2,0,5,21,0,0,3,0,0,87
1321,Karl Amon,12357,PA,GW,4,14,3,4,18,1,1,0,1,6,3,3,3,0,2,0,6,13,0,0,2,1,0,85
1322,Travis Boak,11583,PA,GW,4,10,3,10,20,2,2,0,4,2,3,5,4,1,1,0,12,9,0,0,2,0,2,76
1323,Matthew Broadbent,11782,PA,GW,4,14,6,6,20,0,0,0,2,5,2,1,4,0,0,0,5,15,0,0,3,1,0,76
1324,Darcy Byrne-Jones,12422,PA,GW,4,3,3,7,10,0,0,0,1,1,0,1,1,0,0,0,5,5,0,0,2,0,0,82
1325,Tom Clurey,12238,PA,GW,4,8,5,2,10,0,0,0,1,5,0,0,2,0,2,0,4,6,2,0,7,0,0,99
1326,Charlie Dixon,11914,PA,GW,4,8,6,4,12,1,2,2,1,0,4,0,3,1,2,0,6,7,2,3,0,0,0,94
1327,Brad Ebert,11639,PA,GW,4,12,7,9,21,0,0,0,6,1,2,2,4,0,1,0,11,9,1,0,1,0,0,85
1328,Robbie Gray,11578,PA,GW,4,9,3,8,17,1,0,0,4,1,3,6,3,3,1,0,8,9,0,1,2,0,1,90
1329,Sam Gray,12262,PA,GW,4,7,6,7,14,1,2,0,1,0,3,0,0,0,0,0,8,6,2,3,1,0,0,78
1330,Hamish Hartlett,11740,PA,GW,4,8,3,6,14,0,0,0,4,4,0,0,2,2,0,0,7,6,0,0,1,0,0,77
1331,Dan Houston,12495,PA,GW,4,12,9,7,19,0,0,0,1,3,0,0,1,1,0,0,3,15,0,0,6,0,0,86
1332,Jarman Impey,12237,PA,GW,4,7,3,2,9,0,0,0,3,1,1,0,0,3,0,0,5,7,0,1,1,1,2,74
1333,Tom Jonas,12002,PA,GW,4,5,2,4,9,0,0,0,2,2,3,0,2,0,2,0,3,6,0,0,12,0,0,95
1334,Jasper Pittard,11885,PA,GW,4,18,7,6,24,0,1,0,1,4,4,0,2,0,1,0,6,15,2,0,4,0,0,86
1335,Jared Polec,11927,PA,GW,4,8,0,6,14,0,0,0,2,1,4,1,2,0,0,0,6,8,0,0,0,1,0,77
1336,Sam Powell-Pepper,12494,PA,GW,4,3,2,5,8,0,0,0,4,2,2,3,1,1,1,0,6,2,1,0,0,0,0,66
1337,Jackson Trengove,11812,PA,GW,4,6,3,3,9,1,0,27,5,0,3,2,3,1,3,0,4,5,0,0,0,0,1,89
1338,Justin Westhoff,11579,PA,GW,4,9,4,6,15,1,1,2,2,1,3,2,2,1,0,0,6,9,1,1,3,0,0,81
1339,Matt White,4185,PA,GW,4,5,2,6,11,0,0,0,5,1,2,2,0,0,0,0,5,6,0,0,1,0,0,63
1340,Ollie Wines,12150,PA,GW,4,10,1,9,19,1,0,0,7,1,1,2,3,3,2,0,10,10,0,0,2,0,1,79
1341,Chad Wingard,12047,PA,GW,4,9,3,5,14,1,2,0,0,0,3,0,0,1,0,0,7,8,0,1,2,0,0,92
1342,Aaron Young,12068,PA,GW,4,6,3,5,11,1,1,0,1,0,5,0,0,1,0,0,6,5,0,0,1,0,0,71
1343,Jeremy Cameron,12017,GW,PA,4,11,8,10,21,1,2,0,0,1,3,0,1,1,0,0,7,12,1,2,2,0,2,88
1344,Aidan Corr,12181,GW,PA,4,4,5,4,8,0,0,0,1,2,0,0,1,0,1,0,2,5,0,1,3,0,0,86
1345,Phil Davis,11825,GW,PA,4,12,4,6,18,0,0,0,4,2,4,1,1,3,1,0,7,10,0,0,5,0,0,93
1346,Toby Greene,12025,GW,PA,4,10,5,6,16,4,2,0,4,0,1,0,5,1,3,3,7,9,2,3,1,0,1,87
1347,Nick Haynes,12091,GW,PA,4,19,9,8,27,0,0,0,2,9,4,1,3,0,2,0,7,20,1,0,5,1,0,82
1348,Jacob Hopper,12440,GW,PA,4,6,2,17,23,1,0,0,5,0,5,3,2,0,2,0,13,10,1,0,0,0,0,75
1349,Josh Kelly,12255,GW,PA,4,17,3,13,30,0,2,0,10,0,3,4,5,2,1,0,9,22,0,1,1,0,0,86
1350,Adam Kennedy,12031,GW,PA,4,6,4,8,14,0,0,0,3,2,0,2,1,1,1,0,2,12,0,0,2,0,0,84
1351,Matthew Kennedy,12455,GW,PA,4,8,1,8,16,0,1,0,8,1,2,3,3,1,2,0,7,10,0,0,0,0,1,60
1352,Rory Lobb,12282,GW,PA,4,9,6,8,17,1,2,8,4,1,3,2,0,0,0,0,12,6,3,2,3,0,0,80
1353,Shane Mumford,11656,GW,PA,4,2,2,11,13,0,0,46,6,0,3,5,1,3,1,0,11,5,0,0,4,0,0,87
1354,Jonathon Patton,12096,GW,PA,4,9,5,6,15,6,0,0,0,0,0,0,0,3,0,2,10,5,2,3,1,0,0,84
1355,Sam Reid,11705,GW,PA,4,9,2,4,13,2,1,0,5,1,2,2,2,0,0,0,7,6,0,0,0,0,0,84
1356,Tom Scully,11802,GW,PA,4,12,8,20,32,0,0,0,2,1,6,7,0,1,0,1,11,22,0,0,0,1,2,97
1357,Heath Shaw,4132,GW,PA,4,15,5,5,20,0,1,0,1,3,2,1,2,0,0,0,5,13,0,1,5,0,1,79
1358,Dylan Shiel,12022,GW,PA,4,14,3,14,28,1,0,0,8,1,3,5,3,1,2,0,8,21,0,1,0,3,0,73
1359,Devon Smith,12029,GW,PA,4,10,4,11,21,0,2,0,1,1,4,3,4,0,1,0,9,11,0,1,0,1,1,77
1360,Tim Taranto,12504,GW,PA,4,7,2,11,18,0,0,0,4,0,2,3,2,1,0,0,9,8,0,0,2,0,0,67
1361,Adam Tomlinson,12027,GW,PA,4,17,7,5,22,0,0,0,1,4,5,2,3,0,2,0,5,16,0,0,4,1,1,95
1362,Callan Ward,11677,GW,PA,4,7,0,8,15,0,0,0,5,1,2,3,2,0,0,0,7,8,0,0,1,1,1,83
1363,Zac Williams,12175,GW,PA,4,15,4,10,25,0,0,0,1,3,4,2,1,0,0,0,5,19,0,0,1,2,0,79
1364,Nathan Wilson,12024,GW,PA,4,14,2,4,18,0,0,0,2,6,5,0,3,0,0,0,2,12,0,0,4,0,0,74
1365,Rory Atkins,12381,AD,ES,4,8,2,15,23,2,0,0,3,1,4,2,2,2,1,0,9,15,0,1,2,0,0,86
1366,Eddie Betts,4060,AD,ES,4,9,5,13,22,6,2,0,3,0,2,3,2,0,1,3,15,8,1,5,1,0,1,93
1367,Luke Brown,12106,AD,ES,4,6,2,3,9,0,0,0,1,2,1,0,3,1,1,0,2,8,0,0,1,0,0,87
1368,Charlie Cameron,12277,AD,ES,4,13,3,3,16,1,1,0,3,0,7,2,2,1,0,0,5,10,0,1,0,7,1,72
1369,Matt Crouch,12258,AD,ES,4,10,2,21,31,0,0,0,4,0,2,4,4,1,1,0,10,22,0,0,1,0,0,76
1370,Richard Douglas,2381,AD,ES,4,11,1,9,20,1,1,0,5,1,5,4,2,0,1,0,8,12,0,1,2,0,1,80
1371,Curtly Hampton,12020,AD,ES,4,5,1,10,15,0,0,0,3,0,1,2,3,0,3,0,10,5,0,1,1,0,1,78
1372,Kyle Hartigan,6623,AD,ES,4,7,3,5,12,0,0,0,2,3,1,0,3,0,2,0,4,8,0,0,2,0,0,90
1373,Sam Jacobs,11708,AD,ES,4,5,2,12,17,0,0,33,7,3,1,4,1,2,0,0,6,12,0,0,2,0,1,83
1374,Jake Kelly,12335,AD,ES,4,2,1,3,5,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,45
1375,Riley Knight,12375,AD,ES,4,8,7,12,20,0,0,0,1,1,3,2,1,1,0,0,7,13,0,0,0,0,2,73
1376,Rory Laird,12165,AD,ES,4,16,2,20,36,1,0,0,2,5,1,2,3,3,0,0,10,24,0,0,3,0,0,87
1377,Jake Lever,12351,AD,ES,4,8,5,5,13,0,0,0,0,2,1,0,1,1,0,0,6,7,3,0,7,0,0,85
1378,Tom Lynch,11865,AD,ES,4,9,9,5,14,2,1,0,2,0,3,0,3,1,1,0,4,10,2,3,0,0,0,95
1379,David Mackay,11634,AD,ES,4,12,2,9,21,0,0,0,3,1,6,2,2,2,0,0,10,13,0,0,2,1,1,83
1380,Troy Menzel,12189,AD,ES,4,6,3,3,9,1,2,0,5,0,0,1,1,0,0,0,3,6,1,2,1,0,0,76
1381,Wayne Milera,12405,AD,ES,4,10,2,9,19,0,0,0,0,2,4,1,2,0,2,0,4,15,0,0,0,1,3,77
1382,Andy Otten,11678,AD,ES,4,6,1,7,13,2,1,6,0,0,1,0,0,1,0,0,8,5,1,1,5,0,0,87
1383,Rory Sloane,11792,AD,ES,4,20,3,14,34,2,0,0,9,2,8,8,4,1,1,1,16,18,0,0,3,1,1,76
1384,Brodie Smith,11891,AD,ES,4,16,6,17,33,1,0,0,1,5,4,1,5,0,0,0,6,24,1,0,4,0,1,89
1385,Daniel Talia,11989,AD,ES,4,4,3,8,12,0,0,0,3,2,1,1,2,0,1,0,5,5,1,0,9,0,0,92
1386,Taylor Walker,11713,AD,ES,4,15,10,4,19,5,0,0,2,0,7,0,4,0,0,2,7,11,3,4,0,0,4,91
1387,Patrick Ambrose,12239,ES,AD,4,4,4,6,10,0,0,0,0,1,2,0,2,0,1,0,2,8,1,0,8,0,0,85
1388,Mark Baguley,12107,ES,AD,4,12,6,3,15,0,0,0,1,3,1,1,4,0,1,0,2,10,0,0,4,0,0,85
1389,Mitch Brown,11987,ES,AD,4,13,5,16,29,0,0,0,1,2,2,0,4,0,1,0,6,23,0,0,5,0,0,86
1390,Travis Colyer,11821,ES,AD,4,15,7,9,24,3,1,0,5,3,5,0,6,1,0,0,9,15,2,3,0,5,2,77
1391,Joe Daniher,12199,ES,AD,4,11,10,8,19,2,2,7,0,2,1,0,2,1,1,0,3,15,0,3,0,1,0,94
1392,Orazio Fantasia,12302,ES,AD,4,7,1,11,18,1,1,0,4,1,5,1,3,3,2,0,5,14,0,0,1,1,2,82
1393,Brendon Goddard,1443,ES,AD,4,15,6,19,34,0,0,0,2,1,3,8,4,0,1,0,15,20,0,0,5,0,1,82
1394,Josh Green,11960,ES,AD,4,8,2,4,12,0,2,0,2,0,4,1,1,0,0,0,7,5,0,0,0,0,1,73
1395,Dyson Heppell,11896,ES,AD,4,11,2,11,22,0,0,0,1,0,3,4,2,1,0,0,9,13,0,0,0,0,0,85
1396,Cale Hooker,11702,ES,AD,4,4,6,4,8,0,0,0,3,0,2,0,3,1,0,0,5,4,2,0,2,0,0,87
1397,Michael Hurley,11715,ES,AD,4,15,8,8,23,0,0,0,0,4,1,0,0,0,0,0,2,20,0,0,5,1,0,98
1398,James Kelly,1141,ES,AD,4,9,4,16,25,0,0,0,2,0,1,1,3,0,1,0,8,18,0,0,2,0,0,84
1399,Kyle Langford,12349,ES,AD,4,8,5,7,15,2,0,0,3,1,3,0,2,0,0,0,2,12,0,2,1,0,0,83
1400,Matthew Leuenberger,11593,ES,AD,4,7,1,7,14,0,0,38,1,2,0,2,5,0,3,0,6,8,0,0,4,0,0,82
1401,Anthony McDonald-Tipungwuti,12407,ES,AD,4,8,5,8,16,4,0,0,2,1,2,3,6,1,2,0,8,8,1,3,0,0,0,73
1402,Andrew McGrath,12491,ES,AD,4,8,4,20,28,0,0,0,4,2,2,0,2,1,1,0,6,22,0,1,3,2,1,87
1403,Conor McKenna,12391,ES,AD,4,10,5,8,18,0,0,0,3,2,1,0,3,1,1,0,6,12,0,1,1,1,0,73
1404,Zach Merrett,12241,ES,AD,4,19,5,16,35,0,0,0,7,3,2,5,1,2,0,0,12,24,0,0,0,0,1,76
1405,Darcy Parish,12406,ES,AD,4,11,4,13,24,0,0,0,1,5,2,5,3,0,0,0,7,16,0,0,0,0,1,75
1406,Brent Stanton,3939,ES,AD,4,13,8,9,22,0,0,0,1,3,2,1,1,1,0,0,6,15,0,0,2,0,1,74
1407,Jobe Watson,1461,ES,AD,4,6,3,10,16,0,0,0,2,0,0,4,3,2,1,0,8,8,0,0,2,0,0,67
1408,David Zaharakis,11729,ES,AD,4,15,8,15,30,1,0,0,3,1,3,3,6,0,2,0,8,22,0,1,1,0,0,90
1409,Gary Ablett,1105,GC,CA,4,18,5,16,34,1,1,0,4,1,4,11,5,0,2,1,11,22,0,0,0,0,0,86
1410,Michael Barlow,11809,GC,CA,4,5,1,9,14,0,0,0,2,1,1,1,3,0,0,0,2,11,0,0,0,0,0,68
1411,Jack Bowes,12499,GC,CA,4,7,3,7,14,1,0,0,1,1,0,0,2,1,1,0,5,9,0,0,1,1,0,76
1412,Brayden Fiorini,12481,GC,CA,4,13,6,18,31,0,0,0,4,3,4,6,2,0,0,0,10,18,0,2,0,0,2,74
1413,Aaron Hall,12041,GC,CA,4,15,5,14,29,0,0,0,4,0,8,1,3,0,2,0,4,26,0,0,0,3,1,82
1414,Jarrod Harbrow,11555,GC,CA,4,14,5,9,23,0,0,0,2,4,2,0,2,0,1,0,5,17,0,0,5,0,1,89
1415,Jesse Joyce,12449,GC,CA,4,6,5,9,15,0,0,0,1,1,0,0,1,0,0,0,8,9,0,0,1,0,0,78
1416,Kade Kolodjashnij,12256,GC,CA,4,14,8,7,21,0,0,0,0,3,1,0,2,0,1,0,5,16,2,0,1,0,0,91
1417,Sean Lemmens,12234,GC,CA,4,11,7,5,16,1,0,0,3,0,2,0,3,1,2,0,2,13,0,2,0,0,0,78
1418,Jack Leslie,12309,GC,CA,4,5,8,5,10,0,0,0,0,1,1,0,3,0,3,0,2,8,1,0,6,0,0,94
1419,Tom Lynch,11948,GC,CA,4,13,12,6,19,7,0,0,1,0,5,0,2,2,1,3,6,14,1,5,4,1,1,100
1420,Jarryd Lyons,12067,GC,CA,4,16,4,8,24,1,2,0,4,2,5,7,4,0,1,0,9,14,1,1,0,0,0,76
1421,Jack Martin,12236,GC,CA,4,15,12,15,30,0,0,0,1,2,1,1,2,0,2,0,6,24,1,0,0,0,0,81
1422,Brandon Matera,11915,GC,CA,4,22,9,7,29,3,1,0,3,4,4,0,1,0,0,2,7,21,0,1,0,0,3,78
1423,Steven May,11940,GC,CA,4,7,5,10,17,0,1,0,0,0,0,0,0,1,0,0,6,9,2,0,3,0,0,85
1424,Touk Miller,12331,GC,CA,4,9,2,15,24,0,0,0,1,2,1,3,4,2,1,0,9,13,0,0,2,0,0,77
1425,Matt Rosa,4133,GC,CA,4,7,5,14,21,0,0,0,4,3,2,2,1,0,0,0,9,13,0,0,2,0,0,86
1426,Adam Saad,12330,GC,CA,4,6,3,9,15,0,0,0,3,4,1,0,0,0,0,0,2,12,1,0,2,6,0,83
1427,Alex Sexton,12080,GC,CA,4,7,3,11,18,0,0,0,0,0,2,1,5,0,2,0,6,13,0,1,0,1,2,81
1428,David Swallow,11919,GC,CA,4,7,3,6,13,0,0,0,2,0,2,2,5,0,1,0,5,8,1,1,0,0,1,64
1429,Jarrod Witts,12177,GC,CA,4,6,2,8,14,0,0,36,2,0,0,4,2,2,0,0,6,9,0,1,3,0,1,82
1430,Peter Wright,12366,GC,CA,4,6,5,4,10,3,1,4,2,0,0,0,2,1,0,0,6,5,2,4,1,0,0,88
1431,Levi Casboult,12114,CA,GC,4,9,10,4,13,3,0,2,2,0,3,0,3,0,1,0,3,11,3,4,1,0,0,88
1432,Patrick Cripps,12261,CA,GC,4,10,2,7,17,0,0,0,9,1,1,5,2,2,0,0,10,6,0,0,1,0,0,79
1433,Charlie Curnow,12421,CA,GC,4,10,6,3,13,0,2,0,5,0,3,1,1,1,1,0,3,10,1,2,0,0,2,71
1434,Ed Curnow,11883,CA,GC,4,12,5,5,17,1,0,0,10,0,2,2,1,0,0,0,4,12,1,0,0,2,0,85
1435,Sam Docherty,12170,CA,GC,4,24,13,2,26,0,1,0,4,4,3,0,0,0,0,0,5,17,3,0,2,1,1,95
1436,Zac Fisher,12520,CA,GC,4,7,3,5,12,1,0,0,5,2,0,0,1,1,0,0,6,5,1,0,0,0,1,69
1437,Bryce Gibbs,11535,CA,GC,4,15,3,7,22,0,0,0,7,0,2,5,1,2,1,0,12,11,0,0,0,0,0,76
1438,Matthew Kreuzer,11645,CA,GC,4,8,1,2,10,0,1,23,5,1,4,3,4,1,2,0,8,2,0,1,1,0,0,85
1439,Harrison Macreadie,12488,CA,GC,4,6,5,3,9,0,0,0,1,2,1,0,3,0,0,0,2,7,1,0,3,0,0,72
1440,Caleb Marchbank,12369,CA,GC,4,11,8,9,20,0,1,0,1,4,2,0,2,0,0,0,4,14,1,1,4,0,0,90
1441,Marc Murphy,4148,CA,GC,4,19,7,9,28,0,1,0,7,1,6,4,4,2,1,0,11,19,0,0,3,0,0,87
1442,Sam Petrevski-Seton,12487,CA,GC,4,9,1,1,10,0,0,0,3,1,2,3,0,0,0,0,4,6,0,0,1,0,0,77
1443,Jarrod Pickett,12489,CA,GC,4,7,2,2,9,1,1,0,0,1,2,0,0,1,0,0,6,4,0,1,1,3,0,74
1444,Lachie Plowman,12142,CA,GC,4,6,3,3,9,0,0,0,1,0,0,1,1,0,0,0,1,9,0,0,6,0,0,91
1445,Sam Rowe,12157,CA,GC,4,6,4,2,8,1,0,0,2,1,1,0,2,3,2,0,7,3,1,0,7,0,1,91
1446,Jack Silvagni,12458,CA,GC,4,11,10,3,14,3,0,0,4,1,4,0,0,0,0,0,2,11,0,1,0,1,0,76
1447,Kade Simpson,1456,CA,GC,4,13,9,6,19,1,0,0,3,1,1,0,2,1,0,0,5,14,0,1,2,2,1,89
1448,Dale Thomas,4152,CA,GC,4,11,6,7,18,0,0,0,1,1,3,1,2,0,0,0,7,11,0,0,0,0,0,77
1449,Jacob Weitering,12402,CA,GC,4,5,4,4,9,1,0,0,3,0,0,0,2,0,1,0,4,5,0,1,2,0,1,88
1450,Simon White,11826,CA,GC,4,5,3,3,8,0,0,0,3,1,0,0,0,1,0,0,3,5,0,0,1,0,0,82
1451,Tom Williamson,12517,CA,GC,4,8,1,5,13,0,0,0,3,3,1,0,1,1,1,0,5,8,0,0,0,0,0,77
1452,Matthew Wright,11929,CA,GC,4,11,3,6,17,0,2,0,3,1,3,3,0,4,0,0,6,11,0,1,0,1,1,80
1453,Blake Acres,12276,SK,CW,4,13,4,8,21,1,0,0,3,4,4,1,3,0,1,0,4,18,0,0,0,2,0,70
1454,David Armitage,11570,SK,CW,4,12,7,5,17,0,0,0,5,1,4,3,4,0,2,0,5,13,0,0,0,0,1,69
1455,Jack Billings,12249,SK,CW,4,19,10,9,28,1,4,0,1,2,6,1,3,0,0,3,11,19,1,4,1,1,0,83
1456,Nathan Brown,11627,SK,CW,4,7,5,7,14,0,0,0,1,2,1,0,2,3,1,0,6,10,0,0,5,0,0,88
1457,Josh Bruce,12065,SK,CW,4,7,4,8,15,2,1,3,5,0,3,3,3,3,3,0,9,8,1,2,0,0,0,90
1458,Jake Carlisle,11871,SK,CW,4,9,8,6,15,0,0,0,5,2,0,0,1,1,0,0,4,11,1,0,4,0,0,97
1459,Luke Dunstan,12247,SK,CW,4,5,6,6,11,0,1,0,7,0,0,1,3,1,1,0,4,8,0,1,2,1,0,64
1460,Jarryn Geary,11630,SK,CW,4,8,7,9,17,0,0,0,5,1,1,0,0,0,0,0,7,10,2,0,9,1,0,84
1461,Sam Gilbert,4178,SK,CW,4,9,4,5,14,0,0,0,4,3,1,1,1,0,0,0,6,8,1,0,3,0,0,81
1462,Jade Gresham,12415,SK,CW,4,12,4,2,14,1,1,0,4,0,5,1,2,0,1,0,6,9,0,0,0,3,0,68
1463,Tom Hickey,12003,SK,CW,4,6,5,5,11,0,0,24,3,1,2,2,4,2,2,0,7,4,3,0,1,0,0,85
1464,Ben Long,12521,SK,CW,4,6,2,2,8,0,1,0,2,0,1,0,2,0,0,0,2,5,1,1,3,0,0,71
1465,Jack Lonie,12324,SK,CW,4,6,2,5,11,0,1,0,3,0,3,1,1,1,1,0,7,6,0,1,2,0,0,74
1466,Tim Membrey,12300,SK,CW,4,11,8,1,12,2,1,0,2,0,6,0,1,0,0,0,4,7,4,3,3,0,1,84
1467,Leigh Montagna,1137,SK,CW,4,11,6,12,23,1,0,0,3,2,1,2,5,0,3,0,10,13,0,1,2,0,0,91
1468,Jack Newnes,12050,SK,CW,4,22,8,10,32,0,0,0,3,7,5,1,4,1,0,0,4,28,0,0,1,1,0,85
1469,Nick Riewoldt,981,SK,CW,4,15,12,7,22,1,0,0,5,1,5,0,2,1,0,0,5,16,2,3,3,0,1,96
